task,latency,resource,observation,reward,cost,workload,conf
780,90.815,180.0,0.0;0.0;0.4;0.69;0.0;0.0;0.0;0.56;0.02;1.15;20.78;0.13;1.5;18.88;0.85;0.36;0.88;0.53;180.0;10;90.815,5.6,0,10,16;1;1;1;60;1700;-44;19;3;-102;4.0;30;21;2;1;2;22;1;2;5;1024;10;1;12;2;896;96;4.0;3;2
781,146.431,194.0,0.21;0.0;0.4;0.71;0.0;0.0;0.0;0.89;0.02;1.04;10.41;0.14;1.55;9.45;0.83;0.25;1.73;0.77;194.0;10;146.431,0.1,55.62,10,17;2;2;2;70;1800;-43;20;3;-101;4.0;40;20;1;2;2;22;1;1;5;1024;11;1;11;3;928;96;3.5;2;3
782,157.055,174.0,0.04;0.05;0.65;0.74;0.0;0.0;0.0;0.06;0.02;1.01;20.36;0.15;1.54;9.47;0.88;0.27;0.19;0.78;174.0;10;157.055,10.0,10.62,10,16;3;1;2;70;1800;-42;20;2;-100;4.0;50;20;1;2;3;21;1;1;4;1152;11;1;10;2;960;64;3.0;2;3
783,177.919,177.0,0.55;0.0;0.27;5.06;0.0;0.0;0.0;0.81;0.02;1.23;20.63;0.15;0.31;6.29;0.84;0.25;1.69;1.62;177.0;10;177.919,0.1,20.86,10,15;3;1;3;60;1900;-42;19;3;-99;4.0;40;19;1;3;2;22;1;1;4;1024;12;1;11;1;928;64;3.0;1;2
784,155.135,183.0,0.0;0.0;0.23;0.69;0.0;0.0;0.0;0.05;0.02;1.14;10.39;0.15;1.74;9.34;0.86;0.26;0.17;1.6;183.0;10;155.135,5.0,0,10,16;2;2;2;50;1800;-41;20;3;-98;4.0;40;18;1;2;2;21;2;1;3;1152;11;1;11;1;960;64;3.0;1;1
785,160.127,168.0,0.0;0.0;0.37;0.96;0.0;0.0;0.0;0.05;0.01;1.15;6.99;0.13;1.67;18.83;0.92;0.28;0.2;0.77;168.0;10;160.127,10.0,4.99,10,16;1;3;1;60;1900;-42;21;3;-99;3.8;50;19;1;1;3;20;2;1;4;1024;10;1;10;1;928;64;3.0;2;2
786,176.639,188.0,0.0;0.0;0.39;0.69;0.43;0.0;0.0;0.08;0.02;1.08;7.03;0.12;1.73;16.94;0.99;0.43;0.23;0.5;188.0;10;176.639,0.1,16.51,10,17;2;3;1;70;2000;-41;22;3;-98;3.6;40;18;2;1;3;19;1;2;3;1152;9;1;9;1;896;96;3.5;3;3
787,163.071,174.0,0.0;0.0;0.31;4.47;0.14;0.0;0.0;0.12;0.02;1.16;5.19;0.13;0.54;9.4;0.95;0.3;0.17;0.37;174.0;10;163.071,13.87,0,10,16;1;4;2;70;1900;-40;22;3;-99;3.6;40;17;1;2;3;19;1;1;2;1280;10;1;10;2;928;128;4.0;4;3
788,16.415,197.0,0.0;0.0;0.28;0.75;0.0;0.0;0.0;0.83;0.02;1.08;7.06;0.13;1.94;6.25;0.94;0.29;1.7;0.48;197.0;10;16.415,5.0,0,10,17;2;3;1;60;2000;-40;22;3;-100;3.8;50;16;1;3;2;20;1;1;1;1152;10;1;11;3;928;160;3.5;3;3
789,113.983,198.0,0.0;0.0;0.32;1.12;0.0;0.0;0.0;0.07;0.02;1.08;5.16;0.13;1.16;6.28;0.6;0.33;0.15;0.75;198.0;10;113.983,0.1,97.57,10,17;1;4;1;70;1900;-41;22;3;-99;4.0;40;17;2;3;1;21;1;2;2;1280;11;1;12;3;896;128;4.0;2;3
790,89.215,182.0,0.0;2.01;0.35;0.88;0.0;3.46;0.0;0.82;0.02;1.08;6.91;0.13;2.01;6.32;0.87;0.3;1.56;0.48;182.0;10;89.215,15,0,10,17;2;3;1;80;2000;-41;22;2;-99;4.0;40;16;2;3;1;21;1;2;1;1152;12;1;12;2;896;128;3.5;3;3
791,8.223,162.0,0.0;0.0;0.26;0.68;0.0;0.0;0.0;0.82;0.02;1.01;10.45;0.13;2.08;9.43;0.83;0.24;0.8;0.47;162.0;10;8.223,15,0,10,18;1;2;2;80;2000;-41;22;2;-99;4.0;50;15;1;2;1;22;2;1;1;1152;13;1;13;1;928;160;4.0;3;3
792,101.631,172.0,0.0;0.51;0.39;0.72;0.0;0.0;0.0;0.83;0.02;0.96;20.9;0.12;1.26;6.28;0.84;0.28;1.34;0.35;172.0;10;101.631,0.1,93.41,10,19;1;1;3;70;2100;-41;22;1;-99;4.0;60;14;2;3;1;21;3;2;2;1024;12;1;14;1;896;128;4.0;4;2
793,199.935,184.0,0.0;0.01;0.43;0.69;0.0;0.64;0.0;0.82;0.02;1.02;20.91;0.13;2.39;4.68;0.88;0.4;1.26;0.31;184.0;10;199.935,0.1,98.3,10,18;2;1;2;80;2100;-41;22;1;-100;4.0;70;13;2;4;1;21;3;3;1;1152;11;1;15;1;864;160;4.0;5;1
794,188.927,258.0,0.0;0.0;0.43;3.01;0.0;0.0;0.0;0.81;0.03;0.95;10.38;0.12;1.85;6.45;0.83;0.52;1.17;0.33;258.0;10;188.927,3.3,0,10,19;3;2;1;90;2200;-40;21;2;-101;3.8;70;14;3;3;1;22;3;4;1;1280;10;1;16;2;864;192;3.5;4;1
795,163.327,246.0,0.0;0.0;0.58;0.79;0.0;0.0;0.0;0.85;0.02;1.02;20.81;0.14;2.21;4.7;0.87;0.4;0.38;0.51;246.0;10;163.327,13.4,0,10,18;2;1;2;100;2200;-39;22;3;-100;3.6;60;14;3;4;2;21;3;3;1;1408;11;1;15;1;896;160;4.0;3;1
796,101.759,240.0,0.0;0.0;0.39;0.67;0.0;0.0;0.0;0.08;0.01;1.08;10.46;0.13;2.38;6.23;0.93;0.3;0.13;0.39;240.0;10;101.759,9.2,0,10,17;3;2;3;100;2100;-38;21;3;-101;3.4;70;13;2;3;2;20;2;2;1;1408;12;1;14;2;928;160;3.5;4;2
797,158.847,232.0,0.0;0.0;0.59;0.64;0.0;0.0;0.0;0.84;0.02;1.02;6.95;0.13;2.69;9.42;0.93;0.34;1.25;0.48;232.0;10;158.847,5.6,57.09,10,18;3;3;3;100;2200;-38;22;3;-101;3.4;80;12;1;2;2;20;1;3;2;1280;13;1;15;3;928;192;3.0;3;3
798,72.767,224.0,0.0;0.0;0.55;0.72;0.0;0.0;0.0;0.81;0.02;1.03;5.23;0.13;2.79;18.76;0.95;0.34;1.25;0.75;224.0;10;72.767,10.6,0,10,18;3;4;2;100;2200;-37;22;3;-101;3.6;70;11;1;1;1;19;1;4;1;1152;14;1;15;3;960;160;2.5;2;3
799,46.079,202.0,0.0;0.0;0.5;0.69;0.0;0.0;0.0;0.48;0.02;1.09;6.88;0.13;3.07;18.76;1.0;0.35;1.32;0.49;202.0;10;46.079,15,0,10,17;3;3;2;100;2200;-36;22;2;-102;3.6;60;10;2;1;1;18;1;4;1;1280;14;1;14;3;992;192;2.5;3;2
800,145.919,153.0,0.0;0.01;0.51;0.74;0.0;0.0;0.0;0.1;0.02;1.03;10.38;0.13;3.44;9.37;1.07;0.37;0.17;0.48;153.0;10;145.919,10.0,99.84,10,18;2;2;2;100;2200;-35;22;1;-101;3.6;50;9;1;2;2;17;1;4;2;1152;13;1;13;3;960;224;3.0;3;3
801,96.063,163.0,0.0;0.0;0.51;1.01;0.0;0.0;0.0;1.06;0.02;1.03;20.84;0.13;3.95;9.41;1.0;0.36;1.56;0.34;163.0;10;96.063,5.0,0,10,18;1;1;3;100;2100;-34;22;1;-100;3.6;60;8;2;2;3;18;2;4;3;1152;14;1;12;3;928;224;2.5;4;3
802,96.703,150.0,0.0;0.0;0.41;0.69;0.0;0.0;0.0;0.83;0.02;0.96;10.39;0.13;3.91;18.95;1.07;0.33;1.69;0.3;150.0;10;96.703,9.1,0,10,19;1;2;3;90;2200;-35;21;2;-101;3.4;50;8;1;1;2;17;1;3;4;1024;13;1;11;3;896;192;3.0;5;2
803,176.383,155.0,0.81;0.0;0.46;0.61;0.0;0.0;0.0;0.05;0.02;0.94;6.52;0.13;3.4;19.01;1.0;0.34;0.17;0.29;155.0;10;176.383,0.1,79.68,10,20;2;3;2;90;2300;-36;22;1;-102;3.4;50;9;1;1;1;18;1;4;5;896;14;1;10;3;864;192;3.5;5;3
804,133.375,156.0,0.0;0.0;0.48;0.68;0.0;0.0;0.0;0.39;0.02;0.87;5.18;0.13;3.03;19.17;0.97;0.44;0.15;0.3;156.0;10;133.375,5.0,0,10,21;1;4;1;100;2200;-35;21;1;-103;3.2;40;10;1;1;1;19;2;5;5;768;13;1;11;3;864;160;4.0;5;3
805,183.935,175.0,0.0;0.01;0.66;0.77;0.0;0.0;0.0;0.69;0.02;0.9;4.16;0.13;2.89;18.54;0.92;0.39;1.51;0.37;175.0;10;183.935,0.1,50.56,10,20;1;5;1;100;2300;-34;20;1;-104;3.4;40;11;1;1;2;20;3;4;5;640;12;1;11;3;896;192;4.0;4;3
806,213.375,167.0,0.0;0.0;0.43;0.68;0.0;0.0;0.0;0.08;0.02;0.92;3.48;0.14;2.58;18.72;0.88;0.38;0.18;0.38;167.0;10;213.375,5.6,29.44,10,20;1;6;1;90;2400;-34;20;1;-104;3.4;30;12;1;1;3;21;3;3;4;768;11;1;10;2;864;192;4.5;4;3
807,165.375,191.0,0.0;1.71;0.3;0.79;0.0;0.59;0.0;0.11;0.02;0.87;5.48;0.14;2.6;18.83;0.83;0.29;0.21;0.47;191.0;10;165.375,5.0,65.38,10,21;2;5;1;90;2300;-33;20;1;-104;3.2;20;12;2;1;3;22;3;2;5;896;12;1;10;1;864;224;4.0;3;3
808,192.127,190.0,0.0;0.01;0.17;0.62;0.31;0.0;0.0;0.08;0.02;0.84;3.49;0.13;2.39;16.86;0.84;0.32;0.17;0.72;190.0;10;192.127,0.7,26.75,10,22;2;6;1;90;2400;-34;21;1;-104;3.2;10;13;1;1;3;22;3;2;5;1024;11;1;11;2;832;224;4.0;2;2
809,71.807,243.0,0.0;0.0;0.55;0.69;0.0;0.0;0.0;0.82;0.02;0.84;2.96;0.13;2.61;18.94;0.83;0.34;1.71;1.54;243.0;10;71.807,5.0,0,10,22;3;7;1;80;2400;-35;21;2;-105;3.2;10;12;1;1;3;22;3;2;4;1152;11;1;11;3;800;224;3.5;1;3
810,270.079,227.0,0.0;0.01;0.69;0.88;0.0;0.2;0.0;0.55;0.02;0.83;2.59;0.13;2.81;8.87;0.67;0.44;1.88;1.38;227.0;10;270.079,10.0,198.27,10,22;3;8;2;90;2400;-35;22;1;-104;3.0;10;11;1;2;3;21;3;3;3;1280;10;1;10;3;832;256;3.5;1;3
811,154.751,226.0,0.0;0.01;0.38;0.74;0.0;0.0;0.0;0.82;0.02;0.83;2.59;0.12;2.56;10.21;0.92;0.43;1.2;0.7;226.0;10;154.751,5.7,54.75,10,22;3;8;2;100;2300;-36;22;1;-105;3.2;10;12;2;1;2;20;3;3;2;1408;10;1;10;2;832;224;3.0;2;3
812,161.279,193.0,0.0;0.0;0.5;1.51;0.0;0.28;0.0;0.81;0.02;0.88;2.96;0.12;2.46;9.41;0.7;0.3;1.88;0.52;193.0;10;161.279,10.0,6.53,10,21;2;7;1;100;2400;-37;22;1;-104;3.0;10;13;1;2;1;19;3;2;1;1280;11;1;10;3;864;256;3.0;3;3
813,139.903,188.0,0.0;0.0;0.3;4.23;0.0;0.0;0.0;0.82;0.02;0.9;3.05;0.12;0.68;9.52;0.91;0.36;2.07;0.53;188.0;10;139.903,8.5,0,10,21;1;7;1;90;2400;-36;22;2;-105;3.2;10;13;2;2;1;20;2;3;1;1152;12;1;9;3;832;256;2.5;3;3
814,176.511,184.0,0.0;0.0;0.47;1.16;0.03;0.0;0.0;0.82;0.02;0.91;2.6;0.14;2.21;5.0;0.88;0.34;2.08;0.69;184.0;10;176.511,2.8,36.61,10,20;1;8;1;100;2500;-35;21;3;-104;3.2;10;14;1;2;2;21;2;2;2;1280;11;1;9;2;832;288;2.0;2;2
815,77.695,217.0,0.0;0.0;0.39;0.68;0.0;0.0;0.0;0.89;0.01;0.93;2.99;0.13;2.06;18.74;0.82;0.35;2.33;0.74;217.0;10;77.695,5.0,0,10,20;1;7;1;100;2600;-36;22;3;-105;3.0;10;15;1;1;3;22;3;3;2;1152;12;1;8;3;800;320;2.0;2;2
816,146.815,216.0,0.0;0.01;0.44;0.21;0.0;0.0;0.0;0.06;0.02;0.93;2.96;0.14;0.1;16.76;0.84;0.27;0.2;1.35;216.0;10;146.815,0.7,69.12,10,20;1;7;1;100;2500;-36;21;3;-106;2.8;10;15;1;1;3;22;3;2;1;1024;13;1;9;3;832;352;1.5;1;2
817,157.311,191.0,9.45;0.0;0.49;1.22;0.0;0.35;0.0;0.07;0.02;1.34;2.61;0.14;2.22;18.82;0.48;0.36;0.18;1.33;191.0;10;157.311,10.0,10.5,10,19;1;8;1;100;2600;-35;20;3;-105;2.6;10;14;1;1;3;22;2;3;1;1152;12;1;10;3;832;352;1.1;1;1
818,73.535,210.0,0.0;0.0;0.41;0.65;0.28;0.13;0.0;0.83;0.02;1.02;2.31;0.15;2.21;18.81;0.83;0.45;1.88;0.73;210.0;10;73.535,5.0,0,10,18;1;9;1;90;2600;-34;19;3;-104;2.4;10;14;1;1;3;22;3;4;2;1024;11;1;10;3;864;352;1.1;2;1
819,147.199,216.0,0.0;0.0;0.46;0.95;0.0;0.0;0.0;0.82;0.03;1.08;2.31;0.13;2.09;9.5;0.77;0.52;2.09;0.82;216.0;10;147.199,0.1,73.66,10,17;2;10;1;80;2500;-35;20;2;-105;2.6;10;15;2;2;3;22;3;5;1;896;10;1;9;2;832;384;1.1;2;1
820,143.615,221.0,0.0;0.0;0.42;0.86;0.0;0.0;0.0;0.08;0.02;1.01;2.04;0.15;2.08;6.32;0.83;0.63;0.23;0.55;221.0;10;143.615,1.08,0,10,18;1;10;1;90;2600;-35;19;3;-105;2.8;20;15;2;3;3;22;3;6;2;1024;10;1;9;2;832;416;1.1;3;1
821,123.391,233.0,0.0;0.0;0.44;0.66;0.0;0.0;0.0;0.06;0.02;0.96;2.31;0.15;1.92;4.72;0.87;0.61;0.24;0.37;233.0;10;123.391,5.0,0,10,19;2;9;1;80;2700;-35;19;3;-106;2.6;30;16;1;4;3;21;3;6;1;896;10;1;8;3;832;448;1.1;4;1
822,91.455,186.0,0.36;0.0;0.38;0.99;0.0;0.0;0.0;0.08;0.02;0.6;2.58;0.15;2.13;3.76;0.88;0.57;0.35;0.49;186.0;10;91.455,15,0,10,20;1;8;1;70;2600;-34;18;2;-107;2.6;20;15;1;5;2;21;3;5;1;1024;10;1;7;3;800;416;1.1;3;1
823,162.431,185.0,0.0;0.0;0.4;1.01;0.0;0.0;0.0;0.83;0.02;0.95;2.29;0.16;2.2;3.13;0.88;0.48;2.7;0.73;185.0;10;162.431,0.7,70.98,10,19;1;9;1;70;2500;-35;18;2;-108;2.4;30;14;1;6;3;21;3;4;2;1152;10;1;7;2;832;448;1.6;2;1
824,97.215,222.0,0.0;0.0;0.14;0.72;0.0;0.0;0.0;1.25;0.02;0.91;2.06;0.16;2.08;3.75;0.92;0.55;2.32;0.5;222.0;10;97.215,5.0,0,10,20;2;10;1;60;2400;-35;17;2;-109;2.2;20;15;2;5;3;20;3;4;3;1280;9;1;6;3;864;480;1.6;3;2
825,98.239,256.0,0.0;0.0;0.24;5.09;0.0;0.41;0.0;0.04;0.02;0.98;2.28;0.16;0.84;3.77;0.63;0.46;0.34;0.51;256.0;10;98.239,0.1,0,10,19;3;9;1;70;2500;-36;18;2;-108;2.0;30;16;3;5;3;21;3;4;2;1152;10;1;5;3;896;448;1.6;3;1
826,186.751,207.0,0.0;0.0;0.43;0.93;0.38;0.0;0.0;1.11;0.01;1.03;2.33;0.17;2.0;4.7;0.87;0.56;2.25;0.65;207.0;10;186.751,10.0,88.51,10,18;2;9;1;80;2500;-35;17;1;-108;2.0;40;15;3;4;2;21;3;4;3;1152;9;1;6;3;896;416;2.1;2;1
827,180.735,174.0,0.0;0.0;0.36;0.69;0.31;0.0;0.0;0.06;0.02;1.08;2.06;0.15;2.04;6.15;0.91;0.51;0.24;1.46;174.0;10;180.735,11.8,0,10,17;1;10;1;70;2600;-35;18;1;-109;2.2;30;15;2;3;3;20;3;3;3;1024;8;1;7;3;864;416;1.6;1;1
828,185.855,151.0,0.0;0.0;0.38;0.67;0.62;0.15;0.0;0.07;0.02;1.09;2.09;0.16;1.93;9.32;0.72;0.49;0.27;1.51;151.0;10;185.855,10.0,5.12,10,17;2;10;1;60;2700;-35;17;1;-110;2.2;40;16;1;2;2;19;2;2;2;896;7;1;8;3;832;416;1.1;1;1
829,156.671,219.0,0.0;0.0;0.18;1.08;0.0;0.0;0.0;0.6;0.03;1.03;1.89;0.17;1.95;18.94;0.96;0.45;1.86;1.41;219.0;10;156.671,5.0,0,10,18;3;11;2;60;2600;-36;18;2;-110;2.0;40;16;1;1;3;19;3;2;3;768;8;1;7;3;800;448;1.1;1;2
830,124.223,230.0,0.0;0.0;0.43;0.7;0.22;0.0;0.0;0.71;0.02;1.08;1.73;0.17;1.84;6.55;1.02;0.44;2.69;1.42;230.0;10;124.223,5.0,0,10,17;2;12;3;70;2500;-35;17;3;-111;2.2;50;17;1;2;3;18;3;3;4;768;9;1;7;3;832;416;1.1;1;2
831,94.975,235.0,0.0;0.0;0.28;0.69;0.0;0.0;0.0;0.83;0.02;1.08;1.59;0.17;1.95;17.69;1.02;0.37;2.35;0.73;235.0;10;94.975,5.0,0,10,17;3;13;3;70;2500;-36;17;3;-112;2.0;40;16;1;1;3;18;2;2;5;640;9;1;8;3;832;448;1.6;2;3
832,93.439,235.0,0.0;0.0;0.23;0.9;0.0;0.0;0.0;0.82;0.02;1.33;1.57;0.17;1.81;9.41;1.08;0.52;2.1;1.53;235.0;10;93.439,0.46,0,10,16;2;14;3;80;2400;-35;16;2;-112;2.2;50;17;2;2;3;17;3;3;5;768;8;1;9;3;864;416;1.1;1;3
833,129.407,282.0,1.67;0.0;0.37;0.75;0.0;0.0;0.0;0.82;0.04;1.37;1.46;0.17;1.85;6.28;1.02;0.53;1.43;1.39;282.0;10;129.407,0.1,35.97,10,15;3;15;3;90;2500;-35;17;3;-113;2.4;60;17;3;3;3;18;3;2;4;768;7;1;9;2;896;448;1.6;1;2
834,96.703,247.0,0.0;0.01;0.39;0.74;0.0;0.0;0.0;1.28;0.02;1.31;1.29;0.18;1.65;4.72;1.02;0.37;2.25;1.48;247.0;10;96.703,15,0,10,14;2;16;2;80;2500;-34;17;3;-114;2.2;60;18;3;4;3;18;2;1;5;640;8;1;8;3;928;480;2.1;1;2
835,120.191,229.0,1.14;0.01;0.64;0.71;0.32;0.89;0.0;0.84;0.02;1.4;1.19;0.2;1.75;3.75;0.97;0.44;2.07;0.77;229.0;10;120.191,10.0,23.49,10,13;3;17;1;90;2600;-33;16;3;-115;2.2;50;18;2;5;2;19;2;2;6;512;8;1;9;3;928;448;2.1;2;3
836,97.727,186.0,0.0;0.0;0.6;0.85;0.0;0.0;0.0;0.07;0.02;1.33;1.29;0.16;1.75;4.7;0.95;0.36;0.28;1.44;186.0;10;97.727,15,0,10,14;2;16;1;90;2500;-32;17;2;-116;2.0;50;18;3;4;2;19;1;1;7;640;8;1;8;2;960;416;2.6;1;3
837,147.071,158.0,0.0;0.01;0.41;0.71;0.0;0.49;0.0;0.07;0.04;1.24;1.28;0.18;1.66;6.23;0.37;0.38;0.17;1.38;158.0;10;147.071,10.0,49.34,10,15;1;16;2;80;2400;-32;16;2;-115;1.8;60;18;2;3;1;19;1;2;7;640;9;1;9;1;960;384;2.1;1;3
838,94.143,171.0,0.0;0.0;0.32;0.68;0.0;0.0;0.0;0.82;0.04;1.14;1.37;0.19;1.61;9.46;0.97;0.38;2.09;0.78;171.0;10;94.143,5.0,0,10,16;1;15;3;80;2300;-33;15;3;-116;2.0;70;19;1;2;2;19;1;1;8;768;8;1;9;1;960;416;2.6;2;3
839,146.815,177.0,0.03;0.0;0.39;0.84;0.0;0.15;0.0;0.82;0.02;0.09;1.29;0.18;1.57;18.88;0.07;0.32;2.39;1.56;177.0;10;146.815,0.1,52.67,10,16;1;16;2;70;2400;-34;16;3;-115;1.8;80;20;2;1;1;20;1;1;8;640;9;1;8;1;960;416;2.6;1;3
840,99.967,248.0,0.03;0.0;0.27;0.8;0.0;0.0;0.0;0.81;0.02;1.08;1.22;0.19;1.64;9.5;0.86;0.43;2.08;0.76;248.0;10;99.967,5.0,0,10,17;1;17;3;80;2500;-35;15;3;-114;1.6;70;19;3;2;2;21;2;2;9;640;8;1;9;2;928;384;3.1;2;3
841,198.271,207.0,0.0;0.0;0.46;1.8;0.0;0.0;0.0;0.81;0.02;1.07;1.07;0.18;1.23;18.74;0.83;0.38;2.31;0.69;207.0;10;198.271,10.0,98.3,10,17;1;18;3;90;2400;-36;16;2;-115;1.4;80;19;3;1;3;22;1;1;10;512;8;1;8;1;960;352;3.6;2;3
842,98.111,236.0,0.0;0.11;0.43;0.59;0.0;0.0;0.0;0.82;0.02;1.03;1.21;0.21;1.72;18.8;0.82;0.36;2.71;1.47;236.0;10;98.111,5.0,0,10,18;1;18;3;90;2400;-35;15;3;-115;1.6;70;18;3;1;3;22;2;1;10;384;8;1;7;1;928;352;4.1;1;3
843,112.255,244.0,0.0;0.06;0.45;1.56;0.0;0.0;0.0;0.82;0.02;0.97;0.66;0.18;0.87;18.75;0.83;0.31;2.71;0.74;244.0;10;112.255,0.1,14.14,10,19;2;17;2;90;2500;-36;15;3;-116;1.8;80;19;2;1;3;22;3;1;9;512;9;1;7;1;896;384;4.6;2;2
844,150.143,185.0,0.0;0.0;0.43;0.68;0.0;0.0;0.0;0.84;0.02;0.92;1.17;0.19;1.58;17.94;0.88;0.37;3.13;0.45;185.0;10;150.143,10.0,37.89,10,20;1;18;1;100;2600;-37;15;3;-117;2.0;70;20;2;1;3;21;2;1;8;640;8;1;6;1;928;384;5.1;3;1
845,109.823,200.0,0.0;0.0;0.51;2.04;0.24;0.0;0.0;0.02;0.03;0.88;1.08;0.17;0.98;18.78;0.92;0.38;0.33;0.66;200.0;10;109.823,5.0,0,10,21;1;19;1;100;2700;-36;16;2;-118;2.2;60;20;2;1;3;20;3;2;7;512;9;1;7;2;960;352;4.6;2;1
846,151.551,182.0,0.0;0.0;0.47;0.75;0.0;0.0;0.0;0.02;0.03;0.89;1.14;0.18;1.63;19.01;0.97;0.51;0.21;0.49;182.0;10;151.551,10.0,41.73,10,21;1;18;1;90;2700;-36;15;1;-117;2.0;60;19;3;1;3;19;2;3;6;512;8;1;8;2;992;384;4.6;3;2
847,130.751,192.0,0.0;0.0;0.45;0.7;0.0;2.91;0.0;0.3;0.02;0.83;1.47;0.2;1.55;17.15;1.52;0.38;0.95;0.7;192.0;10;130.751,5.0,0,10,22;1;18;1;80;2800;-37;15;2;-116;1.8;50;20;3;1;3;20;1;2;7;384;9;1;8;3;960;352;4.1;2;3
848,105.087,218.0,0.0;0.05;0.39;0.73;0.0;0.0;0.0;0.69;0.02;0.82;1.1;0.18;1.57;18.9;0.88;0.44;2.08;1.46;218.0;10;105.087,5.0,0,10,22;1;19;2;70;2800;-38;15;1;-116;1.6;40;20;3;1;3;21;2;2;8;512;8;1;9;3;928;320;4.1;1;3
849,109.695,243.0,0.0;0.01;0.45;3.33;0.0;0.0;0.0;0.83;0.02;0.84;1.04;0.17;0.8;18.94;0.92;0.39;2.34;0.75;243.0;10;109.695,0.1,4.61,10,22;2;20;3;80;2800;-39;16;1;-117;1.8;40;21;3;1;3;20;1;1;9;384;7;1;8;3;896;352;4.6;2;3
850,255.999,215.0,0.0;0.0;0.41;0.71;0.18;0.0;0.0;0.84;0.02;0.88;1.09;0.19;1.54;13.06;0.86;0.45;2.1;1.52;215.0;10;255.999,10.0,146.3,10,21;2;19;3;80;2700;-40;15;1;-118;1.6;30;20;2;1;3;21;1;2;8;256;8;1;9;3;928;320;4.6;1;2
851,179.199,261.0,0.51;0.0;0.03;1.65;0.0;0.0;0.0;0.83;0.02;0.79;1.15;0.17;1.12;9.38;0.84;0.32;1.87;1.54;261.0;10;179.199,5.0,79.2,10,21;3;18;3;70;2600;-39;16;1;-117;1.8;40;21;3;2;3;22;1;1;8;384;9;1;9;3;928;320;5.1;1;1
852,192.127,263.0,0.0;0.01;0.41;0.69;0.41;0.14;0.0;0.04;0.02;0.92;1.1;0.16;1.41;6.79;0.83;0.28;0.21;0.77;263.0;10;192.127,0.1,12.93,10,20;2;19;3;70;2600;-39;17;1;-117;2.0;30;22;3;3;3;22;2;1;8;256;10;1;9;2;928;288;5.6;2;1
853,119.935,286.0,1.75;0.0;0.42;0.75;0.0;0.0;0.0;0.82;0.02;1.01;1.04;0.19;1.49;8.45;0.83;0.3;2.06;0.51;286.0;10;119.935,5.0,0,10,21;2;20;3;70;2700;-40;16;2;-116;2.2;40;21;3;2;3;22;2;1;7;384;9;1;9;3;960;320;6.1;3;1
854,84.031,271.0,0.0;0.0;0.26;0.59;0.0;0.0;0.0;0.81;0.02;0.07;1.02;0.17;1.4;9.44;0.86;0.35;1.88;0.5;271.0;10;84.031,15,0,10,21;1;20;3;60;2800;-40;17;3;-115;2.4;50;20;3;2;3;21;2;1;6;256;8;1;10;2;928;352;6.6;3;1
855,137.471,251.0,0.06;0.01;0.35;0.73;0.0;0.0;0.0;0.02;0.02;0.51;0.98;0.15;1.64;6.25;0.93;0.34;0.22;0.4;251.0;10;137.471,10.0,53.44,10,20;2;21;2;60;2800;-39;16;3;-115;2.4;40;19;2;3;3;20;2;1;6;256;8;1;9;2;928;320;6.1;4;2
856,91.967,252.0,0.0;0.0;0.35;0.69;0.0;0.0;0.0;0.84;0.02;0.97;1.04;0.2;1.65;9.41;0.92;0.29;2.12;0.5;252.0;10;91.967,5.0,0,10,19;3;20;2;50;2700;-38;15;3;-114;2.6;50;19;3;2;3;20;1;1;7;256;9;1;9;1;896;288;6.1;3;3
857,126.335,248.0,0.0;0.0;0.23;0.77;0.0;0.0;0.0;0.82;0.02;0.93;1.03;0.18;1.54;6.05;0.96;0.35;1.25;0.78;248.0;10;126.335,2.8,34.37,10,20;2;20;2;50;2600;-39;16;3;-114;2.4;60;20;3;3;3;19;1;2;8;384;10;1;8;2;864;256;5.6;2;3
858,123.711,268.0,0.0;0.01;0.18;0.7;0.43;0.0;0.0;0.02;0.02;0.97;1.09;0.17;1.55;7.11;0.93;0.29;0.37;1.43;268.0;10;123.711,0.79,0,10,19;3;19;2;40;2500;-39;17;3;-115;2.4;50;19;3;2;3;20;2;1;7;256;9;1;7;1;896;224;5.1;1;3
859,106.175,243.0,0.0;0.01;0.22;0.79;0.02;0.0;0.0;0.03;0.02;1.0;1.15;0.15;1.74;6.58;0.96;0.28;0.39;1.38;243.0;10;106.175,15,0,10,18;3;18;2;30;2400;-38;18;2;-115;2.6;60;18;3;2;3;19;2;1;8;128;10;1;6;1;928;192;5.1;1;3
860,64.735,264.0,0.0;0.0;0.25;0.75;0.17;0.0;0.0;0.85;0.02;0.95;1.08;0.15;1.65;4.36;0.93;0.24;2.69;0.72;264.0;10;64.735,5.0,0,10,19;3;19;1;40;2300;-38;19;3;-114;2.4;70;19;2;3;3;20;3;1;9;32;11;1;7;1;896;160;5.6;2;3
861,156.159,261.0,0.0;0.0;0.26;0.84;0.0;0.0;0.0;0.45;0.02;1.12;1.16;0.14;1.55;6.27;0.95;0.29;0.22;0.5;261.0;10;156.159,2.1,91.42,10,18;3;18;1;40;2400;-37;20;3;-113;2.4;80;20;3;3;2;19;2;1;8;160;10;1;6;1;896;128;6.1;3;3
862,192.511,276.0,0.0;0.01;0.31;0.7;0.0;0.0;0.0;0.85;0.02;1.02;1.21;0.16;1.61;9.3;1.02;0.34;3.73;0.37;276.0;10;192.511,0.1,36.35,10,18;2;17;2;50;2300;-37;19;3;-112;2.2;90;19;3;2;3;18;3;2;9;32;10;1;5;2;864;96;6.1;4;3
